emotion,confidence_min,confidence_max,response
confusion,0.7,1,It sounds like you're going through confusion and I’m here to support you.
confusion,0.7,1,This could be a moment of confusion and what it means to you.
confusion,0.7,1,I'm sensing a strong emotion of confusion and how you’re managing it.
confusion,0.7,1,Let's talk more about the feeling of confusion and how you’re managing it.
curiosity,0,0.3,I'm sensing a strong emotion of curiosity and I’m here to support you.
curiosity,0,0.3,I’d like to understand more about curiosity and how you’re managing it.
curiosity,0,0.3,Could you share more about curiosity and what might be triggering it.
curiosity,0,0.3,Let's talk more about the feeling of curiosity and what it means to you.
curiosity,0,0.3,I’d like to understand more about curiosity and it’s important to process it together.
curiosity,0,0.3,It seems like you're feeling curiosity and it’s important to process it together.
curiosity,0,0.3,It’s okay to feel curiosity and what might be triggering it.
curiosity,0,0.3,Could you share more about curiosity and it’s important to process it together.
curiosity,0,0.3,This is an opportunity to explore curiosity and what might be triggering it.
curiosity,0,0.3,I’d like to understand more about curiosity and it’s important to process it together.
curiosity,0,0.3,I’d like to understand more about curiosity —let's take a moment to reflect on it.
curiosity,0,0.3,This could be a moment of curiosity and how you’re managing it.
curiosity,0,0.3,Let's talk more about the feeling of curiosity and I’m here to listen.
curiosity,0,0.3,Could you share more about curiosity and how it’s affecting you right now.
curiosity,0,0.3,I'm sensing a strong emotion of curiosity and how it’s affecting you right now.
curiosity,0,0.3,It’s okay to feel curiosity and how you’re managing it.
curiosity,0,0.3,Could you share more about curiosity and what it means to you.
curiosity,0,0.3,This is an opportunity to explore curiosity and I’m here to support you.
curiosity,0,0.3,I'm sensing a strong emotion of curiosity and what it means to you.
curiosity,0,0.3,This is an opportunity to explore curiosity and how you’re managing it.
curiosity,0.3,0.6,I’d like to understand more about curiosity and how it’s affecting you right now.
curiosity,0.3,0.6,You might be experiencing curiosity in this moment—let’s talk through it.
curiosity,0.3,0.6,It seems like you're feeling curiosity and it’s important to process it together.
curiosity,0.3,0.6,Let's talk more about the feeling of curiosity and let’s explore what we can do about it.
curiosity,0.3,0.6,Could you share more about curiosity and it’s important to process it together.
curiosity,0.3,0.6,It seems like you're feeling curiosity and I’m here to listen.
curiosity,0.3,0.6,I’d like to understand more about curiosity and I’m here to listen.
curiosity,0.3,0.6,This could be a moment of curiosity and how you’re managing it.
curiosity,0.3,0.6,It seems like you're feeling curiosity and it’s important to process it together.
curiosity,0.3,0.6,It sounds like you're going through curiosity and how it’s affecting you right now.
curiosity,0.3,0.6,You might be experiencing curiosity and let’s explore what we can do about it.
curiosity,0.3,0.6,It seems like you're feeling curiosity and what it means to you.
curiosity,0.3,0.6,You might be experiencing curiosity and it’s important to process it together.
curiosity,0.3,0.6,Could you share more about curiosity and how you’re managing it.
curiosity,0.3,0.6,Let's talk more about the feeling of curiosity and how you’re managing it.
curiosity,0.3,0.6,You might be experiencing curiosity —let's take a moment to reflect on it.
curiosity,0.3,0.6,I'm sensing a strong emotion of curiosity and I’m here to listen.
curiosity,0.3,0.6,This could be a moment of curiosity —let's take a moment to reflect on it.
curiosity,0.3,0.6,It’s okay to feel curiosity —let's take a moment to reflect on it.
curiosity,0.3,0.6,It sounds like you're going through curiosity in this moment—let’s talk through it.
curiosity,0.6,1,You might be experiencing curiosity and how it’s affecting you right now.
curiosity,0.6,1,It seems like you're feeling curiosity and let’s explore what we can do about it.
curiosity,0.6,1,It’s okay to feel curiosity and what it means to you.
curiosity,0.6,1,It sounds like you're going through curiosity and what might be triggering it.
curiosity,0.6,1,This is an opportunity to explore curiosity and I’m here to listen.
curiosity,0.6,1,Let's talk more about the feeling of curiosity and how you’re managing it.
curiosity,0.6,1,Could you share more about curiosity and what might be triggering it.
curiosity,0.6,1,I'm sensing a strong emotion of curiosity and what might be triggering it.
curiosity,0.6,1,Could you share more about curiosity and I’m here to listen.
curiosity,0.6,1,It sounds like you're going through curiosity and what might be triggering it.
curiosity,0.6,1,You might be experiencing curiosity and how it’s affecting you right now.
curiosity,0.6,1,This could be a moment of curiosity and what it means to you.
curiosity,0.6,1,This could be a moment of curiosity and how it’s affecting you right now.
curiosity,0.6,1,You might be experiencing curiosity in this moment—let’s talk through it.
curiosity,0.6,1,I'm sensing a strong emotion of curiosity and what it means to you.
curiosity,0.6,1,It seems like you're feeling curiosity and how it’s affecting you right now.
curiosity,0.6,1,This is an opportunity to explore curiosity and how you’re managing it.
curiosity,0.6,1,You might be experiencing curiosity —let's take a moment to reflect on it.
curiosity,0.6,1,It’s okay to feel curiosity and what it means to you.
curiosity,0.6,1,Let's talk more about the feeling of curiosity and what might be triggering it.
desire,0,0.3,This could be a moment of desire and let’s explore what we can do about it.
desire,0,0.3,You might be experiencing desire —let's take a moment to reflect on it.
desire,0,0.3,This is an opportunity to explore desire and let’s explore what we can do about it.
desire,0,0.3,You might be experiencing desire and how it’s affecting you right now.
desire,0,0.3,You might be experiencing desire and how you’re managing it.
desire,0,0.3,You might be experiencing desire and what it means to you.
desire,0,0.3,It’s okay to feel desire and I’m here to support you.
desire,0,0.3,Could you share more about desire and let’s explore what we can do about it.
desire,0,0.3,I'm sensing a strong emotion of desire in this moment—let’s talk through it.
desire,0,0.3,Let's talk more about the feeling of desire in this moment—let’s talk through it.
desire,0,0.3,It’s okay to feel desire and how you’re managing it.
desire,0,0.3,Could you share more about desire and I’m here to support you.
desire,0,0.3,You might be experiencing desire and I’m here to support you.
desire,0,0.3,I’d like to understand more about desire —let's take a moment to reflect on it.
desire,0,0.3,It’s okay to feel desire and what it means to you.
desire,0,0.3,It seems like you're feeling desire and it’s important to process it together.
desire,0,0.3,Let's talk more about the feeling of desire and how it’s affecting you right now.
desire,0,0.3,It sounds like you're going through desire and how it’s affecting you right now.
desire,0,0.3,This is an opportunity to explore desire and I’m here to support you.
desire,0,0.3,You might be experiencing desire and I’m here to support you.
desire,0.3,0.6,Could you share more about desire and let’s explore what we can do about it.
desire,0.3,0.6,This is an opportunity to explore desire and how it’s affecting you right now.
desire,0.3,0.6,Let's talk more about the feeling of desire and I’m here to listen.
desire,0.3,0.6,Could you share more about desire in this moment—let’s talk through it.
desire,0.3,0.6,It seems like you're feeling desire and what might be triggering it.
desire,0.3,0.6,Let's talk more about the feeling of desire and it’s important to process it together.
desire,0.3,0.6,This could be a moment of desire and it’s important to process it together.
desire,0.3,0.6,I'm sensing a strong emotion of desire —let's take a moment to reflect on it.
desire,0.3,0.6,This is an opportunity to explore desire —let's take a moment to reflect on it.
desire,0.3,0.6,This could be a moment of desire and what might be triggering it.
desire,0.3,0.6,It seems like you're feeling desire in this moment—let’s talk through it.
desire,0.3,0.6,Could you share more about desire in this moment—let’s talk through it.
desire,0.3,0.6,It sounds like you're going through desire and I’m here to listen.
desire,0.3,0.6,It seems like you're feeling desire and what might be triggering it.
desire,0.3,0.6,It’s okay to feel desire and I’m here to listen.
desire,0.3,0.6,It’s okay to feel desire and how you’re managing it.
desire,0.3,0.6,I’d like to understand more about desire and let’s explore what we can do about it.
desire,0.3,0.6,This could be a moment of desire in this moment—let’s talk through it.
desire,0.3,0.6,It sounds like you're going through desire in this moment—let’s talk through it.
desire,0.3,0.6,Let's talk more about the feeling of desire in this moment—let’s talk through it.
desire,0.6,1,This is an opportunity to explore desire and let’s explore what we can do about it.
desire,0.6,1,This is an opportunity to explore desire in this moment—let’s talk through it.
desire,0.6,1,It sounds like you're going through desire and what might be triggering it.
desire,0.6,1,It sounds like you're going through desire —let's take a moment to reflect on it.
desire,0.6,1,You might be experiencing desire and it’s important to process it together.
desire,0.6,1,Let's talk more about the feeling of desire and I’m here to listen.
desire,0.6,1,I’d like to understand more about desire in this moment—let’s talk through it.
desire,0.6,1,It seems like you're feeling desire —let's take a moment to reflect on it.
desire,0.6,1,I’d like to understand more about desire and how you’re managing it.
desire,0.6,1,I'm sensing a strong emotion of desire and I’m here to support you.
desire,0.6,1,I’d like to understand more about desire and how it’s affecting you right now.
desire,0.6,1,It sounds like you're going through desire and what might be triggering it.
desire,0.6,1,This could be a moment of desire and I’m here to listen.
desire,0.6,1,This could be a moment of desire and how it’s affecting you right now.
desire,0.6,1,This could be a moment of desire in this moment—let’s talk through it.
desire,0.6,1,It sounds like you're going through desire and what it means to you.
desire,0.6,1,It seems like you're feeling desire and let’s explore what we can do about it.
desire,0.6,1,It’s okay to feel desire in this moment—let’s talk through it.
desire,0.6,1,Let's talk more about the feeling of desire in this moment—let’s talk through it.
desire,0.6,1,This is an opportunity to explore desire —let's take a moment to reflect on it.
disappointment,0,0.3,It seems like you're feeling disappointment —let's take a moment to reflect on it.
disappointment,0,0.3,I’d like to understand more about disappointment and it’s important to process it together.
disappointment,0,0.3,This could be a moment of disappointment and what might be triggering it.
disappointment,0,0.3,I’d like to understand more about disappointment and I’m here to support you.
disappointment,0,0.3,You might be experiencing disappointment in this moment—let’s talk through it.
disappointment,0,0.3,You might be experiencing disappointment and how it’s affecting you right now.
disappointment,0,0.3,Let's talk more about the feeling of disappointment and how it’s affecting you right now.
disappointment,0,0.3,I’d like to understand more about disappointment and I’m here to listen.
disappointment,0,0.3,I'm sensing a strong emotion of disappointment and what might be triggering it.
disappointment,0,0.3,It sounds like you're going through disappointment and let’s explore what we can do about it.
disappointment,0,0.3,You might be experiencing disappointment and I’m here to support you.
disappointment,0,0.3,This is an opportunity to explore disappointment in this moment—let’s talk through it.
disappointment,0,0.3,Let's talk more about the feeling of disappointment in this moment—let’s talk through it.
disappointment,0,0.3,Could you share more about disappointment and how you’re managing it.
disappointment,0,0.3,This could be a moment of disappointment and how you’re managing it.
disappointment,0,0.3,It sounds like you're going through disappointment and how it’s affecting you right now.
disappointment,0,0.3,Let's talk more about the feeling of disappointment and what it means to you.
disappointment,0,0.3,It sounds like you're going through disappointment and I’m here to support you.
disappointment,0,0.3,This could be a moment of disappointment and what it means to you.
disappointment,0,0.3,It sounds like you're going through disappointment and what it means to you.
disappointment,0.3,0.6,It’s okay to feel disappointment and I’m here to support you.
disappointment,0.3,0.6,This is an opportunity to explore disappointment and I’m here to listen.
disappointment,0.3,0.6,This could be a moment of disappointment and let’s explore what we can do about it.
disappointment,0.3,0.6,You might be experiencing disappointment in this moment—let’s talk through it.
disappointment,0.3,0.6,This is an opportunity to explore disappointment —let's take a moment to reflect on it.
disappointment,0.3,0.6,Let's talk more about the feeling of disappointment and how you’re managing it.
disappointment,0.3,0.6,It sounds like you're going through disappointment —let's take a moment to reflect on it.
disappointment,0.3,0.6,I'm sensing a strong emotion of disappointment and let’s explore what we can do about it.
disappointment,0.3,0.6,Let's talk more about the feeling of disappointment and it’s important to process it together.
disappointment,0.3,0.6,This is an opportunity to explore disappointment —let's take a moment to reflect on it.
disappointment,0.3,0.6,I'm sensing a strong emotion of disappointment and it’s important to process it together.
disappointment,0.3,0.6,I’d like to understand more about disappointment —let's take a moment to reflect on it.
disappointment,0.3,0.6,I’d like to understand more about disappointment and I’m here to support you.
disappointment,0.3,0.6,You might be experiencing disappointment and how you’re managing it.
disappointment,0.3,0.6,It seems like you're feeling disappointment and I’m here to listen.
disappointment,0.3,0.6,It’s okay to feel disappointment and it’s important to process it together.
disappointment,0.3,0.6,This is an opportunity to explore disappointment and I’m here to listen.
disappointment,0.3,0.6,I’d like to understand more about disappointment in this moment—let’s talk through it.
disappointment,0.3,0.6,I’d like to understand more about disappointment and let’s explore what we can do about it.
disappointment,0.3,0.6,It sounds like you're going through disappointment and let’s explore what we can do about it.
disappointment,0.6,1,It seems like you're feeling disappointment in this moment—let’s talk through it.
disappointment,0.6,1,It seems like you're feeling disappointment and it’s important to process it together.
disappointment,0.6,1,You might be experiencing disappointment and what it means to you.
disappointment,0.6,1,I’d like to understand more about disappointment and what might be triggering it.
disappointment,0.6,1,I'm sensing a strong emotion of disappointment and it’s important to process it together.
disappointment,0.6,1,Could you share more about disappointment and it’s important to process it together.
disappointment,0.6,1,It’s okay to feel disappointment and let’s explore what we can do about it.
disappointment,0.6,1,You might be experiencing disappointment and how it’s affecting you right now.
disappointment,0.6,1,I'm sensing a strong emotion of disappointment and let’s explore what we can do about it.
disappointment,0.6,1,It’s okay to feel disappointment —let's take a moment to reflect on it.
disappointment,0.6,1,Could you share more about disappointment and how it’s affecting you right now.
disappointment,0.6,1,This is an opportunity to explore disappointment and I’m here to listen.
disappointment,0.6,1,You might be experiencing disappointment and what it means to you.
disappointment,0.6,1,Let's talk more about the feeling of disappointment —let's take a moment to reflect on it.
disappointment,0.6,1,Let's talk more about the feeling of disappointment and I’m here to support you.
disappointment,0.6,1,Could you share more about disappointment and it’s important to process it together.
disappointment,0.6,1,This could be a moment of disappointment and how it’s affecting you right now.
disappointment,0.6,1,This could be a moment of disappointment and I’m here to listen.
disappointment,0.6,1,You might be experiencing disappointment and I’m here to listen.
disappointment,0.6,1,This is an opportunity to explore disappointment and it’s important to process it together.
disgust,0,0.4,I'm sensing a strong emotion of disgust and how you’re managing it.
disgust,0,0.4,This could be a moment of disgust and let’s explore what we can do about it.
disgust,0,0.4,It sounds like you're going through disgust and I’m here to listen.
disgust,0,0.4,I'm sensing a strong emotion of disgust in this moment—let’s talk through it.
disgust,0,0.4,Could you share more about disgust and how you’re managing it.
disgust,0,0.4,Could you share more about disgust —let's take a moment to reflect on it.
disgust,0,0.4,This is an opportunity to explore disgust and how you’re managing it.
disgust,0,0.4,Could you share more about disgust and let’s explore what we can do about it.
disgust,0,0.4,This is an opportunity to explore disgust —let's take a moment to reflect on it.
disgust,0,0.4,It sounds like you're going through disgust in this moment—let’s talk through it.
disgust,0,0.4,This is an opportunity to explore disgust and it’s important to process it together.
disgust,0,0.4,This could be a moment of disgust and I’m here to listen.
disgust,0,0.4,This could be a moment of disgust and how it’s affecting you right now.
disgust,0,0.4,This is an opportunity to explore disgust and how it’s affecting you right now.
disgust,0,0.4,This is an opportunity to explore disgust —let's take a moment to reflect on it.
disgust,0,0.4,You might be experiencing disgust and how it’s affecting you right now.
disgust,0,0.4,This could be a moment of disgust and I’m here to listen.
disgust,0,0.4,It seems like you're feeling disgust —let's take a moment to reflect on it.
disgust,0,0.4,Let's talk more about the feeling of disgust and how it’s affecting you right now.
disgust,0,0.4,This is an opportunity to explore disgust —let's take a moment to reflect on it.
disgust,0.4,0.7,I'm sensing a strong emotion of disgust —let's take a moment to reflect on it.
disgust,0.4,0.7,It sounds like you're going through disgust and how it’s affecting you right now.
disgust,0.4,0.7,This is an opportunity to explore disgust and what might be triggering it.
disgust,0.4,0.7,Let's talk more about the feeling of disgust in this moment—let’s talk through it.
disgust,0.4,0.7,You might be experiencing disgust and I’m here to support you.
disgust,0.4,0.7,It sounds like you're going through disgust in this moment—let’s talk through it.
disgust,0.4,0.7,You might be experiencing disgust and let’s explore what we can do about it.
disgust,0.4,0.7,It’s okay to feel disgust and how it’s affecting you right now.
disgust,0.4,0.7,I’d like to understand more about disgust and how you’re managing it.
disgust,0.4,0.7,I'm sensing a strong emotion of disgust and what it means to you.
disgust,0.4,0.7,Could you share more about disgust in this moment—let’s talk through it.
disgust,0.4,0.7,It sounds like you're going through disgust and it’s important to process it together.
disgust,0.4,0.7,This is an opportunity to explore disgust and how you’re managing it.
disgust,0.4,0.7,It sounds like you're going through disgust and how it’s affecting you right now.
disgust,0.4,0.7,It sounds like you're going through disgust and I’m here to support you.
disgust,0.4,0.7,You might be experiencing disgust and what it means to you.
disgust,0.4,0.7,I’d like to understand more about disgust and let’s explore what we can do about it.
disgust,0.4,0.7,It’s okay to feel disgust and let’s explore what we can do about it.
disgust,0.4,0.7,Let's talk more about the feeling of disgust and I’m here to listen.
disgust,0.4,0.7,Could you share more about disgust in this moment—let’s talk through it.
disgust,0.7,1,You might be experiencing disgust and what might be triggering it.
disgust,0.7,1,It seems like you're feeling disgust and let’s explore what we can do about it.
disgust,0.7,1,It sounds like you're going through disgust and I’m here to support you.
disgust,0.7,1,You might be experiencing disgust and I’m here to listen.
disgust,0.7,1,I'm sensing a strong emotion of disgust and let’s explore what we can do about it.
disgust,0.7,1,You might be experiencing disgust and let’s explore what we can do about it.
disgust,0.7,1,It sounds like you're going through disgust and I’m here to support you.
disgust,0.7,1,This is an opportunity to explore disgust and I’m here to support you.
disgust,0.7,1,You might be experiencing disgust and how you’re managing it.
disgust,0.7,1,This is an opportunity to explore disgust and it’s important to process it together.
disgust,0.7,1,It sounds like you're going through disgust and how you’re managing it.
disgust,0.7,1,I’d like to understand more about disgust and how it’s affecting you right now.
disgust,0.7,1,This is an opportunity to explore disgust and how it’s affecting you right now.
disgust,0.7,1,Could you share more about disgust and I’m here to support you.
disgust,0.7,1,It sounds like you're going through disgust and I’m here to support you.
disgust,0.7,1,Could you share more about disgust in this moment—let’s talk through it.
disgust,0.7,1,It seems like you're feeling disgust and I’m here to listen.
disgust,0.7,1,This is an opportunity to explore disgust and I’m here to support you.
disgust,0.7,1,I'm sensing a strong emotion of disgust and how it’s affecting you right now.
disgust,0.7,1,This could be a moment of disgust and let’s explore what we can do about it.
embarrassment,0,0.3,I’d like to understand more about embarrassment —let's take a moment to reflect on it.
embarrassment,0,0.3,This is an opportunity to explore embarrassment and how it’s affecting you right now.
embarrassment,0,0.3,I’d like to understand more about embarrassment and how you’re managing it.
embarrassment,0,0.3,This could be a moment of embarrassment and let’s explore what we can do about it.
embarrassment,0,0.3,Let's talk more about the feeling of embarrassment and how it’s affecting you right now.
embarrassment,0,0.3,Let's talk more about the feeling of embarrassment and let’s explore what we can do about it.
embarrassment,0,0.3,It sounds like you're going through embarrassment in this moment—let’s talk through it.
embarrassment,0,0.3,This could be a moment of embarrassment and I’m here to listen.
embarrassment,0,0.3,This is an opportunity to explore embarrassment and how you’re managing it.
embarrassment,0,0.3,You might be experiencing embarrassment and how it’s affecting you right now.
embarrassment,0,0.3,It seems like you're feeling embarrassment and what might be triggering it.
embarrassment,0,0.3,Could you share more about embarrassment and let’s explore what we can do about it.
embarrassment,0,0.3,It sounds like you're going through embarrassment and let’s explore what we can do about it.
embarrassment,0,0.3,Could you share more about embarrassment and what might be triggering it.
embarrassment,0,0.3,This is an opportunity to explore embarrassment and how it’s affecting you right now.
embarrassment,0,0.3,I'm sensing a strong emotion of embarrassment —let's take a moment to reflect on it.
embarrassment,0,0.3,This is an opportunity to explore embarrassment and let’s explore what we can do about it.
embarrassment,0,0.3,I’d like to understand more about embarrassment —let's take a moment to reflect on it.
embarrassment,0,0.3,I'm sensing a strong emotion of embarrassment —let's take a moment to reflect on it.
embarrassment,0,0.3,It sounds like you're going through embarrassment —let's take a moment to reflect on it.
embarrassment,0.3,0.6,Let's talk more about the feeling of embarrassment and I’m here to listen.
embarrassment,0.3,0.6,Let's talk more about the feeling of embarrassment and I’m here to support you.
embarrassment,0.3,0.6,It sounds like you're going through embarrassment and what it means to you.
embarrassment,0.3,0.6,Could you share more about embarrassment and what it means to you.
embarrassment,0.3,0.6,Let's talk more about the feeling of embarrassment and it’s important to process it together.
embarrassment,0.3,0.6,This could be a moment of embarrassment and I’m here to support you.
embarrassment,0.3,0.6,I'm sensing a strong emotion of embarrassment in this moment—let’s talk through it.
embarrassment,0.3,0.6,This is an opportunity to explore embarrassment and I’m here to support you.
embarrassment,0.3,0.6,It seems like you're feeling embarrassment and it’s important to process it together.
embarrassment,0.3,0.6,I’d like to understand more about embarrassment and what might be triggering it.
embarrassment,0.3,0.6,It seems like you're feeling embarrassment and let’s explore what we can do about it.
embarrassment,0.3,0.6,Could you share more about embarrassment and let’s explore what we can do about it.
embarrassment,0.3,0.6,It sounds like you're going through embarrassment and how you’re managing it.
embarrassment,0.3,0.6,Could you share more about embarrassment and what it means to you.
embarrassment,0.3,0.6,It sounds like you're going through embarrassment and I’m here to support you.
embarrassment,0.3,0.6,It seems like you're feeling embarrassment and how it’s affecting you right now.
embarrassment,0.3,0.6,You might be experiencing embarrassment in this moment—let’s talk through it.
embarrassment,0.3,0.6,I’d like to understand more about embarrassment and let’s explore what we can do about it.
embarrassment,0.3,0.6,I’d like to understand more about embarrassment and I’m here to listen.
embarrassment,0.3,0.6,You might be experiencing embarrassment and how you’re managing it.
embarrassment,0.6,1,Could you share more about embarrassment in this moment—let’s talk through it.
embarrassment,0.6,1,Let's talk more about the feeling of embarrassment and what it means to you.
embarrassment,0.6,1,Could you share more about embarrassment and I’m here to support you.
embarrassment,0.6,1,Could you share more about embarrassment and how it’s affecting you right now.
embarrassment,0.6,1,This is an opportunity to explore embarrassment and how it’s affecting you right now.
embarrassment,0.6,1,This could be a moment of embarrassment and how it’s affecting you right now.
embarrassment,0.6,1,Let's talk more about the feeling of embarrassment and what it means to you.
embarrassment,0.6,1,I’d like to understand more about embarrassment and let’s explore what we can do about it.
embarrassment,0.6,1,I’d like to understand more about embarrassment —let's take a moment to reflect on it.
embarrassment,0.6,1,Let's talk more about the feeling of embarrassment and I’m here to support you.
embarrassment,0.6,1,It’s okay to feel embarrassment and what might be triggering it.
embarrassment,0.6,1,It seems like you're feeling embarrassment and how it’s affecting you right now.
embarrassment,0.6,1,It seems like you're feeling embarrassment and what might be triggering it.
embarrassment,0.6,1,It’s okay to feel embarrassment and I’m here to listen.
embarrassment,0.6,1,Could you share more about embarrassment in this moment—let’s talk through it.
embarrassment,0.6,1,This is an opportunity to explore embarrassment in this moment—let’s talk through it.
embarrassment,0.6,1,This is an opportunity to explore embarrassment and what might be triggering it.
embarrassment,0.6,1,It’s okay to feel embarrassment and I’m here to listen.
embarrassment,0.6,1,It seems like you're feeling embarrassment and I’m here to listen.
embarrassment,0.6,1,Could you share more about embarrassment and what it means to you.
excitement,0,0.3,Could you share more about excitement and what might be triggering it.
excitement,0,0.3,I’d like to understand more about excitement and I’m here to listen.
excitement,0,0.3,I’d like to understand more about excitement and what it means to you.
excitement,0,0.3,Could you share more about excitement and let’s explore what we can do about it.
excitement,0,0.3,It’s okay to feel excitement in this moment—let’s talk through it.
excitement,0,0.3,You might be experiencing excitement and I’m here to support you.
excitement,0,0.3,This could be a moment of excitement —let's take a moment to reflect on it.
excitement,0,0.3,You might be experiencing excitement and how you’re managing it.
excitement,0,0.3,Let's talk more about the feeling of excitement and how you’re managing it.
excitement,0,0.3,This is an opportunity to explore excitement —let's take a moment to reflect on it.
excitement,0,0.3,This is an opportunity to explore excitement —let's take a moment to reflect on it.
excitement,0,0.3,It sounds like you're going through excitement and how it’s affecting you right now.
excitement,0,0.3,This is an opportunity to explore excitement and it’s important to process it together.
excitement,0,0.3,This is an opportunity to explore excitement and what it means to you.
excitement,0,0.3,This could be a moment of excitement and I’m here to support you.
excitement,0,0.3,You might be experiencing excitement and it’s important to process it together.
excitement,0,0.3,This could be a moment of excitement and what it means to you.
excitement,0,0.3,It sounds like you're going through excitement —let's take a moment to reflect on it.
excitement,0,0.3,This could be a moment of excitement and it’s important to process it together.
excitement,0,0.3,It sounds like you're going through excitement and what it means to you.
excitement,0.3,0.7,It seems like you're feeling excitement and let’s explore what we can do about it.
excitement,0.3,0.7,This could be a moment of excitement and how you’re managing it.
excitement,0.3,0.7,I’d like to understand more about excitement —let's take a moment to reflect on it.
excitement,0.3,0.7,It seems like you're feeling excitement and how it’s affecting you right now.
excitement,0.3,0.7,This is an opportunity to explore excitement and how it’s affecting you right now.
excitement,0.3,0.7,I’d like to understand more about excitement and how you’re managing it.
excitement,0.3,0.7,I'm sensing a strong emotion of excitement and let’s explore what we can do about it.
excitement,0.3,0.7,Could you share more about excitement and it’s important to process it together.
excitement,0.3,0.7,This could be a moment of excitement in this moment—let’s talk through it.
excitement,0.3,0.7,This could be a moment of excitement and how it’s affecting you right now.
excitement,0.3,0.7,You might be experiencing excitement and what it means to you.
excitement,0.3,0.7,Let's talk more about the feeling of excitement and I’m here to support you.
excitement,0.3,0.7,I'm sensing a strong emotion of excitement in this moment—let’s talk through it.
excitement,0.3,0.7,Could you share more about excitement and I’m here to support you.
excitement,0.3,0.7,It’s okay to feel excitement and I’m here to support you.
excitement,0.3,0.7,This could be a moment of excitement and what it means to you.
excitement,0.3,0.7,You might be experiencing excitement and let’s explore what we can do about it.
excitement,0.3,0.7,I'm sensing a strong emotion of excitement and let’s explore what we can do about it.
excitement,0.3,0.7,I'm sensing a strong emotion of excitement and what might be triggering it.
excitement,0.3,0.7,It sounds like you're going through excitement and how you’re managing it.
excitement,0.7,1,This is an opportunity to explore excitement and I’m here to listen.
excitement,0.7,1,It’s okay to feel excitement —let's take a moment to reflect on it.
excitement,0.7,1,I'm sensing a strong emotion of excitement and it’s important to process it together.
excitement,0.7,1,Could you share more about excitement —let's take a moment to reflect on it.
excitement,0.7,1,It’s okay to feel excitement and how you’re managing it.
excitement,0.7,1,It seems like you're feeling excitement and I’m here to listen.
excitement,0.7,1,I’d like to understand more about excitement and I’m here to listen.
excitement,0.7,1,Could you share more about excitement and it’s important to process it together.
excitement,0.7,1,Could you share more about excitement and how it’s affecting you right now.
excitement,0.7,1,This is an opportunity to explore excitement and I’m here to listen.
excitement,0.7,1,Let's talk more about the feeling of excitement and let’s explore what we can do about it.
excitement,0.7,1,It seems like you're feeling excitement and I’m here to listen.
excitement,0.7,1,I’d like to understand more about excitement and it’s important to process it together.
excitement,0.7,1,I’d like to understand more about excitement and it’s important to process it together.
excitement,0.7,1,It sounds like you're going through excitement and how you’re managing it.
excitement,0.7,1,I’d like to understand more about excitement and what it means to you.
excitement,0.7,1,This could be a moment of excitement and how you’re managing it.
excitement,0.7,1,This is an opportunity to explore excitement and how you’re managing it.
excitement,0.7,1,You might be experiencing excitement and how you’re managing it.
excitement,0.7,1,This is an opportunity to explore excitement and it’s important to process it together.
fear,0,0.4,I'm sensing a strong emotion of fear in this moment—let’s talk through it.
fear,0,0.4,It’s okay to feel fear and what it means to you.
fear,0,0.4,You might be experiencing fear —let's take a moment to reflect on it.
fear,0,0.4,Let's talk more about the feeling of fear in this moment—let’s talk through it.
fear,0,0.4,It seems like you're feeling fear in this moment—let’s talk through it.
fear,0,0.4,It seems like you're feeling fear —let's take a moment to reflect on it.
fear,0,0.4,It seems like you're feeling fear and let’s explore what we can do about it.
fear,0,0.4,It sounds like you're going through fear and I’m here to support you.
fear,0,0.4,It sounds like you're going through fear in this moment—let’s talk through it.
fear,0,0.4,It’s okay to feel fear —let's take a moment to reflect on it.
fear,0,0.4,Let's talk more about the feeling of fear and it’s important to process it together.
fear,0,0.4,This is an opportunity to explore fear and it’s important to process it together.
fear,0,0.4,This could be a moment of fear and let’s explore what we can do about it.
fear,0,0.4,It sounds like you're going through fear —let's take a moment to reflect on it.
fear,0,0.4,This could be a moment of fear and what might be triggering it.
fear,0,0.4,I’d like to understand more about fear and I’m here to support you.
fear,0,0.4,You might be experiencing fear and what might be triggering it.
fear,0,0.4,Could you share more about fear and what it means to you.
fear,0,0.4,It seems like you're feeling fear and it’s important to process it together.
fear,0,0.4,It sounds like you're going through fear in this moment—let’s talk through it.
fear,0.4,0.7,I’d like to understand more about fear and it’s important to process it together.
fear,0.4,0.7,It sounds like you're going through fear and I’m here to support you.
fear,0.4,0.7,This could be a moment of fear —let's take a moment to reflect on it.
fear,0.4,0.7,You might be experiencing fear and what it means to you.
fear,0.4,0.7,I'm sensing a strong emotion of fear and let’s explore what we can do about it.
fear,0.4,0.7,I'm sensing a strong emotion of fear and let’s explore what we can do about it.
fear,0.4,0.7,I'm sensing a strong emotion of fear and what might be triggering it.
fear,0.4,0.7,It’s okay to feel fear and I’m here to support you.
fear,0.4,0.7,Could you share more about fear in this moment—let’s talk through it.
fear,0.4,0.7,It sounds like you're going through fear in this moment—let’s talk through it.
fear,0.4,0.7,Could you share more about fear and what might be triggering it.
fear,0.4,0.7,Let's talk more about the feeling of fear —let's take a moment to reflect on it.
fear,0.4,0.7,It sounds like you're going through fear and how you’re managing it.
fear,0.4,0.7,Could you share more about fear and what might be triggering it.
fear,0.4,0.7,It’s okay to feel fear and it’s important to process it together.
